"DateTime","(deg F) Mean Temperature (CFSR) at Tennessee, 2010-01-01 to 2019-03-14"
"2014-04-04:12 AM",59.5521
"2014-04-05:12 AM",45.2959
"2014-04-06:12 AM",48.9978
"2014-04-07:12 AM",51.9213
"2014-04-08:12 AM",48.0486
"2014-04-09:12 AM",50.1442
"2014-04-10:12 AM",54.9187
"2014-04-11:12 AM",59.8629
"2014-04-12:12 AM",63.3682
"2014-04-13:12 AM",65.9707
"2014-04-14:12 AM",61.6651
"2014-04-15:12 AM",39.9672
"2014-04-16:12 AM",40.7214
"2014-04-17:12 AM",49.9033
"2014-04-18:12 AM",55.5622
"2014-04-19:12 AM",58.1189
"2014-04-20:12 AM",59.356
"2014-04-21:12 AM",62.3748
"2014-04-22:12 AM",61.2957
"2014-04-23:12 AM",54.6474
"2014-04-24:12 AM",59.4268
"2014-04-25:12 AM",60.8083
"2014-04-26:12 AM",60.1988
"2014-04-27:12 AM",65.6535
"2014-04-28:12 AM",68.4014
"2014-04-29:12 AM",62.1595
"2014-04-30:12 AM",57.2652
"2014-05-01:12 AM",52.8755
"2014-05-02:12 AM",53.2389
"2014-05-03:12 AM",57.9544
"2014-05-04:12 AM",65.2917
"2014-05-05:12 AM",69.1002
"2014-05-06:12 AM",68.8422
"2014-05-07:12 AM",69.0467
"2014-05-08:12 AM",70.9014
"2014-05-09:12 AM",68.4583
"2014-05-10:12 AM",67.7262
"2014-05-11:12 AM",70.8931
"2014-05-12:12 AM",73.9116
"2014-05-13:12 AM",73.7011
"2014-05-14:12 AM",65.0682
"2014-05-15:12 AM",53.776
"2014-05-16:12 AM",51.841
"2014-05-17:12 AM",50.7254
"2014-05-18:12 AM",56.4917
"2014-05-19:12 AM",60.6778
"2014-05-20:12 AM",68.6026
"2014-05-21:12 AM",72.0194
"2014-05-22:12 AM",73.4936
"2014-05-23:12 AM",72.8773
"2014-05-24:12 AM",70.0212
"2014-05-25:12 AM",70.1902
"2014-05-26:12 AM",72.4665
"2014-05-27:12 AM",73.4333
"2014-05-28:12 AM",71.4904
"2014-05-29:12 AM",71.5001
"2014-05-30:12 AM",72.8074
"2014-05-31:12 AM",74.563
"2014-06-01:12 AM",72.1479
"2014-06-02:12 AM",72.0547
"2014-06-03:12 AM",74.1009
"2014-06-04:12 AM",75.6523
"2014-06-05:12 AM",72.5837
"2014-06-06:12 AM",72.007
"2014-06-07:12 AM",73.8392
"2014-06-08:12 AM",72.6298
"2014-06-09:12 AM",69.573
"2014-06-10:12 AM",70.3929
"2014-06-11:12 AM",69.0033
"2014-06-12:12 AM",70.9984
"2014-06-13:12 AM",69.0526
"2014-06-14:12 AM",68.3501
"2014-06-15:12 AM",73.4742
"2014-06-16:12 AM",76.5999
"2014-06-17:12 AM",78.2931
"2014-06-18:12 AM",79.1724
"2014-06-19:12 AM",78.6351
"2014-06-20:12 AM",77.9281
"2014-06-21:12 AM",77.7823
"2014-06-22:12 AM",77.7078
"2014-06-23:12 AM",75.9839
"2014-06-24:12 AM",73.7526
"2014-06-25:12 AM",74.8364
"2014-06-26:12 AM",73.6459
"2014-06-27:12 AM",73.8878
"2014-06-28:12 AM",74.1636
"2014-06-29:12 AM",74.0898
"2014-06-30:12 AM",76.8378
"2014-07-01:12 AM",79.8667
"2014-07-02:12 AM",77.7072
"2014-07-03:12 AM",70.6359
"2014-07-04:12 AM",67.8715
"2014-07-05:12 AM",70.3729
"2014-07-06:12 AM",72.1422
"2014-07-07:12 AM",74.7975
"2014-07-08:12 AM",77.3989
"2014-07-09:12 AM",74.7624
"2014-07-10:12 AM",74.9368
"2014-07-11:12 AM",76.224
"2014-07-12:12 AM",78.0714
"2014-07-13:12 AM",80.3527
"2014-07-14:12 AM",79.5162
"2014-07-15:12 AM",71.906
"2014-07-16:12 AM",65.8843
"2014-07-17:12 AM",66.7773
"2014-07-18:12 AM",64.7127
"2014-07-19:12 AM",67.6053
"2014-07-20:12 AM",71.2897
"2014-07-21:12 AM",75.0007
"2014-07-22:12 AM",76.8882
"2014-07-23:12 AM",77.175
"2014-07-24:12 AM",72.2043
"2014-07-25:12 AM",71.6094
"2014-07-26:12 AM",75.8345
"2014-07-27:12 AM",81.0061
"2014-07-28:12 AM",74.0235
"2014-07-29:12 AM",67.4479
"2014-07-30:12 AM",67.0077
"2014-07-31:12 AM",70.5211
"2014-08-01:12 AM",71.137
"2014-08-02:12 AM",74.5459
"2014-08-03:12 AM",73.0229
"2014-08-04:12 AM",73.2753
"2014-08-05:12 AM",73.9949
"2014-08-06:12 AM",76.4917
"2014-08-07:12 AM",76.9458
"2014-08-08:12 AM",74.0311
"2014-08-09:12 AM",75.2958
"2014-08-10:12 AM",75.7621
"2014-08-11:12 AM",76.6724
"2014-08-12:12 AM",74.4028
"2014-08-13:12 AM",67.8839
"2014-08-14:12 AM",68.5312
"2014-08-15:12 AM",70.702
"2014-08-16:12 AM",72.4291
"2014-08-17:12 AM",75.9844
"2014-08-18:12 AM",74.26
"2014-08-19:12 AM",76.167
"2014-08-20:12 AM",79.5517
"2014-08-21:12 AM",78.8277
"2014-08-22:12 AM",79.9617
"2014-08-23:12 AM",80.1365
"2014-08-24:12 AM",78.5178
"2014-08-25:12 AM",77.7537
"2014-08-26:12 AM",76.217
"2014-08-27:12 AM",74.2662
"2014-08-28:12 AM",76.8472
"2014-08-29:12 AM",77.36
"2014-08-30:12 AM",74.7138
"2014-08-31:12 AM",74.4966
"2014-09-01:12 AM",77.7918
"2014-09-02:12 AM",77.3359
"2014-09-03:12 AM",74.5443
"2014-09-04:12 AM",74.6166
"2014-09-05:12 AM",76.2192
"2014-09-06:12 AM",75.7128
"2014-09-07:12 AM",69.1923
"2014-09-08:12 AM",68.8728
"2014-09-09:12 AM",71.5037
"2014-09-10:12 AM",76.2633
"2014-09-11:12 AM",72.8181
"2014-09-12:12 AM",66.8743
"2014-09-13:12 AM",62.0371
"2014-09-14:12 AM",60.4722
"2014-09-15:12 AM",63.752
"2014-09-16:12 AM",64.6038
"2014-09-17:12 AM",61.4073
"2014-09-18:12 AM",63.3675
"2014-09-19:12 AM",67.3399
"2014-09-20:12 AM",70.0626
"2014-09-21:12 AM",70.3569
"2014-09-22:12 AM",60.1461
"2014-09-23:12 AM",58.0449
"2014-09-24:12 AM",61.4035
"2014-09-25:12 AM",64.1467
"2014-09-26:12 AM",67.6346
"2014-09-27:12 AM",68.0238
"2014-09-28:12 AM",67.147
"2014-09-29:12 AM",66.3303
"2014-09-30:12 AM",65.5947
"2014-10-01:12 AM",66.9373
"2014-10-02:12 AM",70.5243
"2014-10-03:12 AM",66.8242
"2014-10-04:12 AM",49.0597
"2014-10-05:12 AM",50.6424
"2014-10-06:12 AM",60.0323
"2014-10-07:12 AM",65.5767
"2014-10-08:12 AM",66.6779
"2014-10-09:12 AM",66.4396
"2014-10-10:12 AM",67.6132
"2014-10-11:12 AM",61.4113
"2014-10-12:12 AM",64.3804
"2014-10-13:12 AM",68.4684
"2014-10-14:12 AM",61.1719
"2014-10-15:12 AM",54.7563
"2014-10-16:12 AM",53.1541
"2014-10-17:12 AM",59.1442
"2014-10-18:12 AM",55.3721
"2014-10-19:12 AM",50.1575
"2014-10-20:12 AM",51.0852
"2014-10-21:12 AM",54.5198
"2014-10-22:12 AM",49.4555
"2014-10-23:12 AM",48.6784
"2014-10-24:12 AM",51.1369
"2014-10-25:12 AM",56.3652
"2014-10-26:12 AM",62.1212
"2014-10-27:12 AM",66.2383
"2014-10-28:12 AM",64.5883
"2014-10-29:12 AM",53.9499
"2014-10-30:12 AM",46.5357
"2014-10-31:12 AM",43.8559
"2014-11-01:12 AM",36.2723
"2014-11-02:12 AM",36.1177
"2014-11-03:12 AM",45.0034
"2014-11-04:12 AM",53.0838
"2014-11-05:12 AM",54.6897
"2014-11-06:12 AM",52.5704
"2014-11-07:12 AM",40.9305
"2014-11-08:12 AM",44.4727
"2014-11-09:12 AM",42.9991
"2014-11-10:12 AM",48.2974
"2014-11-11:12 AM",52.7131
"2014-11-12:12 AM",39.7207
"2014-11-13:12 AM",30.7049
"2014-11-14:12 AM",26.3077
"2014-11-15:12 AM",29.2876
"2014-11-16:12 AM",35.9127
"2014-11-17:12 AM",32.3029
"2014-11-18:12 AM",22.9946
"2014-11-19:12 AM",32.4696
"2014-11-20:12 AM",34.8561
"2014-11-21:12 AM",36.7147
"2014-11-22:12 AM",46.5656
"2014-11-23:12 AM",53.1756
"2014-11-24:12 AM",52.9894
"2014-11-25:12 AM",41.5013
"2014-11-26:12 AM",38.1394
"2014-11-27:12 AM",34.1213
"2014-11-28:12 AM",32.0185
"2014-11-29:12 AM",43.6532
"2014-11-30:12 AM",55.4583
"2014-12-01:12 AM",51.6313
"2014-12-02:12 AM",46.1656
"2014-12-03:12 AM",45.3452
"2014-12-04:12 AM",46.7254
"2014-12-05:12 AM",56.262
"2014-12-06:12 AM",50.9216
"2014-12-07:12 AM",39.9886
"2014-12-08:12 AM",42.3459
"2014-12-09:12 AM",39.6408
"2014-12-10:12 AM",36.4989
"2014-12-11:12 AM",33.0085
"2014-12-12:12 AM",34.0443
"2014-12-13:12 AM",36.5819
"2014-12-14:12 AM",40.0062
"2014-12-15:12 AM",44.366
"2014-12-16:12 AM",44.9881
"2014-12-17:12 AM",37.7967
"2014-12-18:12 AM",35.4151
"2014-12-19:12 AM",34.6026
"2014-12-20:12 AM",35.4888
"2014-12-21:12 AM",37.0366
"2014-12-22:12 AM",46.773
"2014-12-23:12 AM",51.0544
"2014-12-24:12 AM",47.9766
"2014-12-25:12 AM",38.8882
"2014-12-26:12 AM",40.9185
"2014-12-27:12 AM",46.0814
"2014-12-28:12 AM",43.7578
"2014-12-29:12 AM",38.566
"2014-12-30:12 AM",33.6772
"2014-12-31:12 AM",29.2494
"2015-01-01:12 AM",32.5564
"2015-01-02:12 AM",37.5969
"2015-01-03:12 AM",51.9319
"2015-01-04:12 AM",46.6151
"2015-01-05:12 AM",27.6138
"2015-01-06:12 AM",31.2354
"2015-01-07:12 AM",20.953
"2015-01-08:12 AM",14.5636
"2015-01-09:12 AM",23.5112
"2015-01-10:12 AM",21.6655
"2015-01-11:12 AM",33.0501
"2015-01-12:12 AM",39.3573
"2015-01-13:12 AM",32.5018
"2015-01-14:12 AM",30.3143
"2015-01-15:12 AM",30.5026
"2015-01-16:12 AM",32.8323
"2015-01-17:12 AM",38.7084
"2015-01-18:12 AM",41.9576
"2015-01-19:12 AM",44.4169
"2015-01-20:12 AM",47.9145
"2015-01-21:12 AM",42.9753
"2015-01-22:12 AM",38.5567
"2015-01-23:12 AM",35.6169
"2015-01-24:12 AM",34.6708
"2015-01-25:12 AM",40.6983
"2015-01-26:12 AM",35.186
"2015-01-27:12 AM",35.5464
"2015-01-28:12 AM",33.2454
"2015-01-29:12 AM",42.1428
"2015-01-30:12 AM",33.6281
"2015-01-31:12 AM",34.7032
"2015-02-01:12 AM",44.2242
"2015-02-02:12 AM",31.3862
"2015-02-03:12 AM",30.1246
"2015-02-04:12 AM",36.2815
"2015-02-05:12 AM",27.8157
"2015-02-06:12 AM",30.5935
"2015-02-07:12 AM",40.5415
"2015-02-08:12 AM",49.1324
"2015-02-09:12 AM",46.9872
"2015-02-10:12 AM",33.5613
"2015-02-11:12 AM",35.7859
"2015-02-12:12 AM",28.7553
"2015-02-13:12 AM",25.6406
"2015-02-14:12 AM",33.5617
"2015-02-15:12 AM",19.6916
"2015-02-16:12 AM",24.0728
"2015-02-17:12 AM",19.7751
"2015-02-18:12 AM",19.9317
"2015-02-19:12 AM",8.8264
"2015-02-20:12 AM",15.7622
"2015-02-21:12 AM",34.7983
"2015-02-22:12 AM",33.7557
"2015-02-23:12 AM",24.9222
"2015-02-24:12 AM",26.2773
"2015-02-25:12 AM",28.2544
"2015-02-26:12 AM",30.4761
"2015-02-27:12 AM",23.9346
"2015-02-28:12 AM",30.2146
"2015-03-01:12 AM",39.65
"2015-03-02:12 AM",37.7719
"2015-03-03:12 AM",47.2021
"2015-03-04:12 AM",50.6701
"2015-03-05:12 AM",24.7041
"2015-03-06:12 AM",18.493
"2015-03-07:12 AM",31.876
"2015-03-08:12 AM",41.2518
"2015-03-09:12 AM",46.168
"2015-03-10:12 AM",54.9783
"2015-03-11:12 AM",54.7995
"2015-03-12:12 AM",54.574
"2015-03-13:12 AM",53.9758
"2015-03-14:12 AM",53.3431
"2015-03-15:12 AM",52.5551
"2015-03-16:12 AM",54.046
"2015-03-17:12 AM",56.9858
"2015-03-18:12 AM",46.3021
"2015-03-19:12 AM",47.1058
"2015-03-20:12 AM",49.4497
"2015-03-21:12 AM",50.3793
"2015-03-22:12 AM",52.6672
"2015-03-23:12 AM",53.5915
"2015-03-24:12 AM",57.5112
"2015-03-25:12 AM",60.8234
"2015-03-26:12 AM",55.9195
"2015-03-27:12 AM",39.5758
"2015-03-28:12 AM",32.943
"2015-03-29:12 AM",39.9283
"2015-03-30:12 AM",50.421
"2015-03-31:12 AM",56.2564
"2015-04-01:12 AM",57.0708
"2015-04-02:12 AM",62.9789
"2015-04-03:12 AM",63.2152
"2015-04-04:12 AM",47.0604
"2015-04-05:12 AM",48.3705
"2015-04-06:12 AM",55.9702
"2015-04-07:12 AM",64.6965
"2015-04-08:12 AM",67.4757
"2015-04-09:12 AM",69.9654
"2015-04-10:12 AM",61.2592
"2015-04-11:12 AM",54.3427
"2015-04-12:12 AM",59.8498
"2015-04-13:12 AM",64.7199
"2015-04-14:12 AM",62.1469
"2015-04-15:12 AM",61.3423
"2015-04-16:12 AM",61.6878
"2015-04-17:12 AM",62.0775
"2015-04-18:12 AM",64.1183
"2015-04-19:12 AM",63.6552
"2015-04-20:12 AM",57.7162
"2015-04-21:12 AM",52.5564
"2015-04-22:12 AM",56.2696
"2015-04-23:12 AM",50.5929
"2015-04-24:12 AM",52.8357
"2015-04-25:12 AM",61.9533
"2015-04-26:12 AM",56.9361
"2015-04-27:12 AM",51.6209
"2015-04-28:12 AM",53.2098
"2015-04-29:12 AM",55.4731
"2015-04-30:12 AM",55.1237
"2015-05-01:12 AM",52.2896
"2015-05-02:12 AM",57.614
"2015-05-03:12 AM",62.1802
"2015-05-04:12 AM",66.0114
"2015-05-05:12 AM",68.2115
"2015-05-06:12 AM",69.0426
"2015-05-07:12 AM",69.8776
"2015-05-08:12 AM",70.5488
"2015-05-09:12 AM",70.9045
"2015-05-10:12 AM",72.4789
"2015-05-11:12 AM",72.2053
"2015-05-12:12 AM",65.3162
"2015-05-13:12 AM",62.3089
"2015-05-14:12 AM",65.1594
"2015-05-15:12 AM",70.0936
"2015-05-16:12 AM",69.525
"2015-05-17:12 AM",70.7513
"2015-05-18:12 AM",70.0374
"2015-05-19:12 AM",69.1511
"2015-05-20:12 AM",65.3315
"2015-05-21:12 AM",54.9745
"2015-05-22:12 AM",56.8002
"2015-05-23:12 AM",64.7452
"2015-05-24:12 AM",69.6634
"2015-05-25:12 AM",69.9388
"2015-05-26:12 AM",70.6649
"2015-05-27:12 AM",71.0218
"2015-05-28:12 AM",69.8133
"2015-05-29:12 AM",71.9857
"2015-05-30:12 AM",72.3096
"2015-05-31:12 AM",68.8888
"2015-06-01:12 AM",65.0998
"2015-06-02:12 AM",63.5335
"2015-06-03:12 AM",64.8361
"2015-06-04:12 AM",68.7216
"2015-06-05:12 AM",71.0391
"2015-06-06:12 AM",74.0754
"2015-06-07:12 AM",75.6185
"2015-06-08:12 AM",75.7038
"2015-06-09:12 AM",74.9291
"2015-06-10:12 AM",75.5359
"2015-06-11:12 AM",76.7242
"2015-06-12:12 AM",76.6076
"2015-06-13:12 AM",76.7224
"2015-06-14:12 AM",78.0544
"2015-06-15:12 AM",79.623
"2015-06-16:12 AM",80.8036
"2015-06-17:12 AM",80.3896
"2015-06-18:12 AM",79.3499
"2015-06-19:12 AM",77.8582
"2015-06-20:12 AM",75.6775
"2015-06-21:12 AM",78.4756
"2015-06-22:12 AM",79.9698
"2015-06-23:12 AM",80.3829
"2015-06-24:12 AM",80.7602
"2015-06-25:12 AM",79.5619
"2015-06-26:12 AM",80.8482
"2015-06-27:12 AM",71.9287
"2015-06-28:12 AM",69.4994
"2015-06-29:12 AM",70.5245
"2015-06-30:12 AM",74.3943
"2015-07-01:12 AM",72.4761
"2015-07-02:12 AM",72.8074
"2015-07-03:12 AM",71.4772
"2015-07-04:12 AM",70.9021
"2015-07-05:12 AM",72.3592
"2015-07-06:12 AM",74.7162
"2015-07-07:12 AM",76.8997
"2015-07-08:12 AM",78.656
"2015-07-09:12 AM",79.6084
"2015-07-10:12 AM",78.755
"2015-07-11:12 AM",79.0911
"2015-07-12:12 AM",78.6632
"2015-07-13:12 AM",79.7639
"2015-07-14:12 AM",82.004
"2015-07-15:12 AM",77.0041
"2015-07-16:12 AM",77.5681
"2015-07-17:12 AM",80.0335
"2015-07-18:12 AM",81.8892
"2015-07-19:12 AM",82.2893
"2015-07-20:12 AM",81.4852
"2015-07-21:12 AM",80.3181
"2015-07-22:12 AM",76.8952
"2015-07-23:12 AM",75.3532
"2015-07-24:12 AM",76.7489
"2015-07-25:12 AM",77.5081
"2015-07-26:12 AM",79.1751
"2015-07-27:12 AM",80.9487
"2015-07-28:12 AM",80.7989
"2015-07-29:12 AM",81.8625
"2015-07-30:12 AM",78.946
"2015-07-31:12 AM",74.9379
"2015-08-01:12 AM",75.6828
"2015-08-02:12 AM",75.1908
"2015-08-03:12 AM",77.2903
"2015-08-04:12 AM",79.968
"2015-08-05:12 AM",77.0324
"2015-08-06:12 AM",71.7559
"2015-08-07:12 AM",73.7573
"2015-08-08:12 AM",74.6523
"2015-08-09:12 AM",78.1887
"2015-08-10:12 AM",76.2132
"2015-08-11:12 AM",77.3863
"2015-08-12:12 AM",73.3008
"2015-08-13:12 AM",71.1545
"2015-08-14:12 AM",73.0015
"2015-08-15:12 AM",72.6118
"2015-08-16:12 AM",74.8989
"2015-08-17:12 AM",71.2409
"2015-08-18:12 AM",74.7831
"2015-08-19:12 AM",75.1264
"2015-08-20:12 AM",70.2709
"2015-08-21:12 AM",70.1938
"2015-08-22:12 AM",69.4036
"2015-08-23:12 AM",74.073
"2015-08-24:12 AM",71.7885
"2015-08-25:12 AM",64.5807
"2015-08-26:12 AM",64.8527
"2015-08-27:12 AM",66.6835
"2015-08-28:12 AM",70.4313
"2015-08-29:12 AM",73.213
"2015-08-30:12 AM",70.9772
"2015-08-31:12 AM",71.3854
"2015-09-01:12 AM",73.6756
"2015-09-02:12 AM",75.4808
"2015-09-03:12 AM",75.7726
"2015-09-04:12 AM",76.3072
"2015-09-05:12 AM",76.968
"2015-09-06:12 AM",75.5694
"2015-09-07:12 AM",74.6926
"2015-09-08:12 AM",73.864
"2015-09-09:12 AM",73.0461
"2015-09-10:12 AM",70.4136
"2015-09-11:12 AM",68.5791
"2015-09-12:12 AM",61.7531
"2015-09-13:12 AM",54.3574
"2015-09-14:12 AM",57.0754
"2015-09-15:12 AM",61.6035
"2015-09-16:12 AM",64.3872
"2015-09-17:12 AM",66.2754
"2015-09-18:12 AM",68.1541
"2015-09-19:12 AM",71.1993
"2015-09-20:12 AM",67.2305
"2015-09-21:12 AM",64.2621
"2015-09-22:12 AM",63.9556
"2015-09-23:12 AM",66.5069
"2015-09-24:12 AM",68.6595
"2015-09-25:12 AM",66.546
"2015-09-26:12 AM",65.0282
"2015-09-27:12 AM",67.6683
"2015-09-28:12 AM",69.1911
"2015-09-29:12 AM",70.5301
"2015-09-30:12 AM",66.0483
"2015-10-01:12 AM",60.8027
"2015-10-02:12 AM",57.2553
"2015-10-03:12 AM",52.8645
"2015-10-04:12 AM",60.5563
"2015-10-05:12 AM",65.4726
"2015-10-06:12 AM",67.2667
"2015-10-07:12 AM",65.7585
"2015-10-08:12 AM",67.2193
"2015-10-09:12 AM",68.5128
"2015-10-10:12 AM",58.5988
"2015-10-11:12 AM",54.1472
"2015-10-12:12 AM",62.4745
"2015-10-13:12 AM",61.1323
"2015-10-14:12 AM",55.5958
"2015-10-15:12 AM",58.2278
"2015-10-16:12 AM",56.671
"2015-10-17:12 AM",47.0314
"2015-10-18:12 AM",44.0917
"2015-10-19:12 AM",47.5155
"2015-10-20:12 AM",52.5115
"2015-10-21:12 AM",56.626
"2015-10-22:12 AM",58.4389
"2015-10-23:12 AM",62.0434
"2015-10-24:12 AM",64.7776
"2015-10-25:12 AM",59.4864
"2015-10-26:12 AM",57.6932
"2015-10-27:12 AM",56.1234
"2015-10-28:12 AM",60.4105
"2015-10-29:12 AM",57.1035
"2015-10-30:12 AM",48.2824
"2015-10-31:12 AM",54.2219
"2015-11-01:12 AM",58.4672
"2015-11-02:12 AM",61.3931
"2015-11-03:12 AM",62.236
"2015-11-04:12 AM",65.1564
"2015-11-05:12 AM",66.4725
"2015-11-06:12 AM",67.6674
"2015-11-07:12 AM",54.9081
"2015-11-08:12 AM",49.5887
"2015-11-09:12 AM",51.6263
"2015-11-10:12 AM",50.761
"2015-11-11:12 AM",52.9084
"2015-11-12:12 AM",56.0365
"2015-11-13:12 AM",45.8269
"2015-11-14:12 AM",42.4513
"2015-11-15:12 AM",45.5956
"2015-11-16:12 AM",49.6821
"2015-11-17:12 AM",59.3276
"2015-11-18:12 AM",60.39
"2015-11-19:12 AM",53.1975
"2015-11-20:12 AM",44.5971
"2015-11-21:12 AM",44.5717
"2015-11-22:12 AM",32.4081
"2015-11-23:12 AM",34.1843
"2015-11-24:12 AM",40.5045
"2015-11-25:12 AM",46.377
"2015-11-26:12 AM",52.7529
"2015-11-27:12 AM",56.7457
"2015-11-28:12 AM",59.005
"2015-11-29:12 AM",54.9612
"2015-11-30:12 AM",54.4795
"2015-12-01:12 AM",55.4067
"2015-12-02:12 AM",47.2136
"2015-12-03:12 AM",36.2023
"2015-12-04:12 AM",37.0132
"2015-12-05:12 AM",39.5056
"2015-12-06:12 AM",43.9423
"2015-12-07:12 AM",47.745
"2015-12-08:12 AM",46.0872
"2015-12-09:12 AM",50.1786
"2015-12-10:12 AM",53.1925
"2015-12-11:12 AM",61.745
"2015-12-12:12 AM",62.634
"2015-12-13:12 AM",61.7041
"2015-12-14:12 AM",56.2955
"2015-12-15:12 AM",51.1761
"2015-12-16:12 AM",53.1241
"2015-12-17:12 AM",46.3136
"2015-12-18:12 AM",33.4584
"2015-12-19:12 AM",34.1379
"2015-12-20:12 AM",39.3733
"2015-12-21:12 AM",49.4281
"2015-12-22:12 AM",57.6136
"2015-12-23:12 AM",62.0902
"2015-12-24:12 AM",60.9508
"2015-12-25:12 AM",61.7671
"2015-12-26:12 AM",64.4529
"2015-12-27:12 AM",64.8198
"2015-12-28:12 AM",61.8633
"2015-12-29:12 AM",49.3142
"2015-12-30:12 AM",47.5851
"2015-12-31:12 AM",39.9196
"2016-01-01:12 AM",33.921
"2016-01-02:12 AM",34.002
"2016-01-03:12 AM",36.0426
"2016-01-04:12 AM",31.0699
"2016-01-05:12 AM",29.8895
"2016-01-06:12 AM",32.4334
"2016-01-07:12 AM",38.1195
"2016-01-08:12 AM",48.2664
"2016-01-09:12 AM",48.7978
"2016-01-10:12 AM",29.4813
"2016-01-11:12 AM",26.325
"2016-01-12:12 AM",32.7367
"2016-01-13:12 AM",28.7517
"2016-01-14:12 AM",40.9707
"2016-01-15:12 AM",43.9315
"2016-01-16:12 AM",37.4364
"2016-01-17:12 AM",30.8583
"2016-01-18:12 AM",19.0954
"2016-01-19:12 AM",19.3973
"2016-01-20:12 AM",28.3059
"2016-01-21:12 AM",30.8082
"2016-01-22:12 AM",30.7389
"2016-01-23:12 AM",23.2374
"2016-01-24:12 AM",21.2058
"2016-01-25:12 AM",37.1471
"2016-01-26:12 AM",40.174
"2016-01-27:12 AM",32.2164
"2016-01-28:12 AM",35.3849
"2016-01-29:12 AM",37.8054
"2016-01-30:12 AM",46.4383
"2016-01-31:12 AM",53.9841
"2016-02-01:12 AM",54.2111
"2016-02-02:12 AM",57.6545
"2016-02-03:12 AM",51.336
"2016-02-04:12 AM",35.3421
"2016-02-05:12 AM",32.7362
"2016-02-06:12 AM",36.2147
"2016-02-07:12 AM",37.8163
"2016-02-08:12 AM",36.7853
"2016-02-09:12 AM",26.4319
"2016-02-10:12 AM",23.5053
"2016-02-11:12 AM",26.9614
"2016-02-12:12 AM",32.1062
"2016-02-13:12 AM",23.5125
"2016-02-14:12 AM",28.377
"2016-02-15:12 AM",36.7012
"2016-02-16:12 AM",37.6849
"2016-02-17:12 AM",36.1288
"2016-02-18:12 AM",39.5553
"2016-02-19:12 AM",49.4548
"2016-02-20:12 AM",56.2987
"2016-02-21:12 AM",58.8857
"2016-02-22:12 AM",51.5799
"2016-02-23:12 AM",49.4343
"2016-02-24:12 AM",45.7306
"2016-02-25:12 AM",36.2917
"2016-02-26:12 AM",34.5061
"2016-02-27:12 AM",39.3789
"2016-02-28:12 AM",47.687
"2016-02-29:12 AM",50.1602
"2016-03-01:12 AM",51.5809
"2016-03-02:12 AM",34.8507
"2016-03-03:12 AM",37.9627
"2016-03-04:12 AM",38.739
"2016-03-05:12 AM",41.9778
"2016-03-06:12 AM",43.8492
"2016-03-07:12 AM",52.7034
"2016-03-08:12 AM",57.1777
"2016-03-09:12 AM",61.5727
"2016-03-10:12 AM",62.6119
"2016-03-11:12 AM",59.2673
"2016-03-12:12 AM",61.7173
"2016-03-13:12 AM",61.6125
"2016-03-14:12 AM",58.9271
"2016-03-15:12 AM",61.9459
"2016-03-16:12 AM",59.0376
"2016-03-17:12 AM",52.3395
"2016-03-18:12 AM",52.6523
"2016-03-19:12 AM",47.5551
"2016-03-20:12 AM",39.0303
"2016-03-21:12 AM",38.2431
"2016-03-22:12 AM",46.2049
"2016-03-23:12 AM",54.3106
"2016-03-24:12 AM",57.9749
"2016-03-25:12 AM",46.8473
"2016-03-26:12 AM",50.3281
"2016-03-27:12 AM",60.2636
"2016-03-28:12 AM",48.7807
"2016-03-29:12 AM",48.3642
"2016-03-30:12 AM",55.5494
"2016-03-31:12 AM",62.9319
"2016-04-01:12 AM",58.2847
"2016-04-02:12 AM",49.2579
"2016-04-03:12 AM",46.8966
"2016-04-04:12 AM",56.1081
"2016-04-05:12 AM",45.4719
"2016-04-06:12 AM",50.8366
"2016-04-07:12 AM",50.6926
"2016-04-08:12 AM",45.4055
"2016-04-09:12 AM",40.4888
"2016-04-10:12 AM",49.5489
"2016-04-11:12 AM",56.3598
"2016-04-12:12 AM",51.8637
"2016-04-13:12 AM",51.881
"2016-04-14:12 AM",57.8953
"2016-04-15:12 AM",58.2028
"2016-04-16:12 AM",59.5915
"2016-04-17:12 AM",60.2836
"2016-04-18:12 AM",62.0238
"2016-04-19:12 AM",62.4972
"2016-04-20:12 AM",64.9436
"2016-04-21:12 AM",63.3456
"2016-04-22:12 AM",61.9245
"2016-04-23:12 AM",58.8349
"2016-04-24:12 AM",61.3985
"2016-04-25:12 AM",66.4219
"2016-04-26:12 AM",68.166
"2016-04-27:12 AM",68.9877
"2016-04-28:12 AM",69.0528
"2016-04-29:12 AM",62.9717
"2016-04-30:12 AM",64.9323
"2016-05-01:12 AM",68.299
"2016-05-02:12 AM",63.214
"2016-05-03:12 AM",57.3935
"2016-05-04:12 AM",55.1937
"2016-05-05:12 AM",49.7802
"2016-05-06:12 AM",54.9696
"2016-05-07:12 AM",62.6805
"2016-05-08:12 AM",68.13
"2016-05-09:12 AM",66.9349
"2016-05-10:12 AM",69.1081
"2016-05-11:12 AM",71.9251
"2016-05-12:12 AM",70.1866
"2016-05-13:12 AM",62.8977
"2016-05-14:12 AM",55.5714
"2016-05-15:12 AM",51.0339
"2016-05-16:12 AM",54.7563
"2016-05-17:12 AM",63.3902
"2016-05-18:12 AM",58.4483
"2016-05-19:12 AM",61.0828
"2016-05-20:12 AM",62.5109
